lng,lat
113.96504576852126,30.65327838901254
113.96501977037015,30.65353439270679
113.96500985045839,30.653627388565543
113.9663322509066,30.474640500279783
113.96530522423545,30.65250104354135
113.96730770772037,30.455126878567597
113.96940892554753,30.474783005026246
113.97021498784855,30.577149029375548
113.97199435168436,30.476833132198767
113.97256887634961,30.477217098338112
113.97262373207991,30.47734319382134
113.97263197465195,30.4772078778817
113.97406001515782,30.47813990777635
113.97344428968832,30.504305214454952
113.9742385786138,30.478266384374905
113.9753117448776,30.479444972254637
113.97561381355727,30.58433997608859
113.97549643635283,30.6835763999642
113.97449705260325,30.683128553776662
113.97561986525186,30.698299098845958
113.97533245574434,30.699521387631453
113.97547007378145,30.6997808344545
113.97537135842752,30.699438294921688
113.9747469600216,30.699656992694955
113.97521079756974,30.699165922388428
113.97414558538402,30.701043426416312
113.97703632306273,30.308150117971245
113.97736947097142,30.548055853187623
113.9773702496579,30.584706747156503
113.97755474032837,30.584782169893856
113.97619930095232,30.584796069202767
113.97757571954716,30.585131991632448
113.97708862299118,30.683920765081687
113.97709734764196,30.68392084897861
113.97709734764196,30.68392084897861
113.97769164192184,30.684456657561082
113.97664236457142,30.69680184946974
113.97909586914152,30.307314790826194
113.9786320647548,30.480912888103152
113.97941810866024,30.525463341187432
113.97852928361617,30.52673150273846
113.97783905591588,30.58484328678296
113.97781408954845,30.585179272577715
113.97820535923057,30.684358192162808
113.97820535923057,30.684358192162808
113.9777983881988,30.68418540534372
113.9782051663824,30.68435927439548
113.97822028108767,30.684342114272052
113.9778742157957,30.68423917111216
113.97844475450971,30.684441438193442
113.97823489565374,30.68476656733587
113.9782342664302,30.684767897079368
113.9782342664302,30.684767897079368
113.9782342664302,30.684767897079368
113.97909481413951,30.684729480384956
113.9782342664302,30.684767897079368
113.9787169819995,30.685187302227583
113.97852650130575,30.68447713117652
113.97868406323248,30.684852552639278
113.9787468266519,30.685167186475454
113.98091131691825,30.30557994126679
113.98013454657314,30.306338686371586
113.98098652308516,30.519309640051933
113.98076599176683,30.520304972625304
113.97974717869212,30.52586419154365
113.97971575211163,30.525115255647595
